id,from_loc_id,to_loc_id,distance
742,8,50,18024.70488
743,8,51,18433.34291
744,8,52,9728.765894
745,8,53,6375.382356
746,8,54,13495.88992
747,8,55,8849.367452
748,8,56,9631.305952
749,8,57,1962.626176
750,8,58,9697.857097
751,8,59,15473.87971
752,8,60,19122.10583
753,8,61,12491.99397
754,8,62,17555.67492
755,8,63,13887.67019
756,8,64,16100.55045
757,8,65,12923.5622
758,8,66,18033.6239
759,8,67,3387.947455
760,8,68,7611.001859
761,8,69,17934.24434
762,8,70,2232.686835
763,8,71,12504.78259
764,8,72,1750.499201
765,8,73,9490.871873
766,8,74,5591.399152
767,8,75,3180.02745
768,8,76,11210.33582
769,8,77,14161.57477
770,8,78,3886.241299
771,8,79,17855.20066
772,8,80,18970.1842
773,8,81,5935.280631
774,8,82,17165.10474
775,8,83,17683.74149
776,8,84,2329.386011
777,8,85,15534.77223
778,8,86,14167.42194
779,8,87,12167.63837
780,8,88,10726.89821
781,8,89,16966.86644
782,8,90,13483.51482
783,8,91,17994.42243
784,8,92,8753.79383
785,8,93,4508.334224
786,8,94,4830.999953
787,8,95,17772.09231
788,8,96,5102.808889
789,8,97,2149.621161
790,8,98,14692.36426
791,8,99,2048.753549
792,8,100,11398.98752
793,9,1,11803.64835
794,9,2,1884.923574
795,9,3,13184.72356
796,9,4,14626.53577
797,9,5,7050.640734
798,9,6,15837.21876
799,9,7,11524.38919
800,9,8,17985.09383
1101,12,13,10430.71166
1102,12,14,9487.75268
1103,12,15,10511.82004
1104,12,16,11433.55656
1105,12,17,16382.78366
1106,12,18,8350.063605
1107,12,19,18940.24621
1108,12,20,14115.0871
1109,12,21,9831.864795
1110,12,22,10822.40055
1111,12,23,9991.022303
1112,12,24,10867.54311
1113,12,25,6477.457667
1114,12,26,13498.97362
1115,12,27,5164.749898
1116,12,28,9952.500458
1117,12,29,12443.32293
1118,12,30,4728.965524
1119,12,31,13536.4599
1120,12,32,7145.573619
1121,12,33,15912.63225
1122,12,34,11000.04134
3200,33,32,11032.79592
3501,36,37,7561.943486
3502,36,38,12129.79026
3503,36,39,10493.83062
3504,36,40,6747.392994
3505,36,41,17899.63233
3506,36,42,8599.397984
3507,36,43,12382.94871
3508,36,44,1989.304411
3509,36,45,11053.73894
3510,36,46,11383.28493
3511,36,47,9477.347012
3512,36,48,16030.80754
3513,36,49,12226.83963
3514,36,50,16062.89221
3515,36,51,17897.73555
3516,36,52,7205.160779
3517,36,53,8536.318332
3518,36,54,11382.74044
3519,36,55,6043.532713
3520,36,56,7851.525503
3521,36,57,1288.130854
3522,36,58,7045.349426
3523,36,59,13240.07393
3524,36,60,17962.22309
3525,36,61,13669.49597
3526,36,62,18860.05023
3527,36,63,16007.26688
3528,36,64,18704.85232
3529,36,65,13890.89515
3530,36,66,15721.16077
3531,36,67,1950.311797
3532,36,68,4809.725469
3533,36,69,16393.53845
3534,36,70,5141.725707
3535,36,71,10774.11014
3536,36,72,1780.656419
3537,36,73,12365.07909
3538,36,74,7372.216853
3539,36,75,2085.18545
3540,36,76,12974.84815
3541,36,77,11433.40472
3542,36,78,6528.366439
3543,36,79,18574.3175
3544,36,80,18016.71982
3545,36,81,3446.404206
3546,36,82,14716.55483
3547,36,83,18679.93534
3548,36,84,656.4266603
3549,36,85,15191.80902
3550,36,86,11888.54877
3551,36,87,15069.41186
3552,36,88,13166.72609
3553,36,89,15443.14837
3554,36,90,12165.89724
3555,36,91,18465.6477
3556,36,92,10167.64921
3557,36,93,1589.497165
3558,36,94,2002.089511
3559,36,95,19300.07206
3560,36,96,4913.812819
3561,36,97,1075.518647
3562,36,98,11780.56226
3563,36,99,1108.112358
3564,36,100,12714.67031
3565,37,1,14242.11808
3566,37,2,11532.3634
3567,37,3,14349.25833
3568,37,4,14342.38173
3569,37,5,8204.219685
3570,37,6,5813.778793
3571,37,7,4433.946827
3572,37,8,10380.44264
3573,37,9,10350.05081
3574,37,10,12375.16885
3575,37,11,16045.3936
3576,37,12,16375.2179
3577,37,13,7388.498891
3578,37,14,14166.16911
3579,37,15,12221.4525
3580,37,16,12120.14738
3581,37,17,5085.183817
3582,37,18,15120.98081
3583,37,19,2576.078853
3584,37,20,3555.122014
3585,37,21,12691.32816
3586,37,22,11686.50389
3587,37,23,7217.210793
3588,37,24,12146.33105
3589,37,25,10462.47412
3590,37,26,3362.893869
3591,37,27,11321.49093
3592,37,28,6786.518379
3593,37,29,4191.176509
3594,37,30,15882.68713
3595,37,31,8177.113101
3596,37,32,16464.19329
3597,37,33,6496.098428
3598,37,34,11261.96148
3599,37,35,7497.733531
3600,37,36,7561.943486
3901,40,41,14821.11229
3902,40,42,3448.318191
3903,40,43,15161.0658
3904,40,44,4759.505979
3905,40,45,8196.193412
3906,40,46,10861.05839
3907,40,47,7965.668526
3908,40,48,14492.32885
3909,40,49,6195.058108
3910,40,50,14097.84023
3911,40,51,15379.28003
3912,40,52,13937.44301
3913,40,53,1810.318733
3914,40,54,11939.71556
3915,40,55,10826.15052
3916,40,56,14237.47459
3917,40,57,5461.493177
3918,40,58,10870.99829
3919,40,59,13307.9555
3920,40,60,14955.07228
3921,40,61,7935.77505
3922,40,62,14344.90665
3923,40,63,9414.057866
3924,40,64,13057.68936
3925,40,65,13965.39239
3926,40,66,14499.15375
3927,40,67,5639.687085
3928,40,68,9877.033262
3929,40,69,16889.20604
3930,40,70,3843.209496
3931,40,71,17068.29781
3932,40,72,6303.574774
3933,40,73,6259.480695
3934,40,74,1192.418176
3935,40,75,5312.764606
3936,40,76,11720.50305
3937,40,77,17453.41596
3938,40,78,5406.600231
3939,40,79,13370.57836
3940,40,80,14469.49507
3941,40,81,10184.91671
3942,40,82,18219.76521
3943,40,83,14545.38179
3944,40,84,6109.079401
3945,40,85,11300.58613
3946,40,86,18629.34643
3947,40,87,8822.528006
3948,40,88,10023.66803
3949,40,89,17762.95142
3950,40,90,10645.77223
3951,40,91,13485.02915
3952,40,92,4273.968473
3953,40,93,8045.564054
3954,40,94,8693.463319
3955,40,95,13938.32617
3956,40,96,4204.649323
3957,40,97,5671.913724
3958,40,98,16356.25427
3959,40,99,6375.637787
3960,40,100,6842.249062
3961,41,1,13326.14068
3962,41,2,1327.484657
3963,41,3,14426.11388
3964,41,4,15246.5213
3965,41,5,9129.576534
3966,41,6,14772.05099
3967,41,7,12868.73803
3968,41,8,19206.9031
3969,41,9,2174.628864
3970,41,10,13793.47315
3971,41,11,10518.85998
3972,41,12,12433.52485
3973,41,13,17021.23106
3974,41,14,5550.072743
3975,41,15,1924.77777
3976,41,16,5962.730533
3977,41,17,10065.57319
3978,41,18,4981.318718
3979,41,19,8472.603838
3980,41,20,13464.93544
3981,41,21,2615.831188
3982,41,22,1689.262595
3983,41,23,17566.87336
3984,41,24,1768.692246
3985,41,25,12339.63349
3986,41,26,13753.18534
3987,41,27,14131.91385
3988,41,28,16988.81537
3989,41,29,14495.83955
3990,41,30,12734.78793
3991,41,31,10625.43847
3992,41,32,6488.601473
3993,41,33,9007.100855
3994,41,34,1814.363034
3995,41,35,17708.22967
3996,41,36,17899.63233
3997,41,37,10393.92502
3998,41,38,6398.540487
3999,41,39,10623.56036
4000,41,40,14821.11229
4301,44,45,10130.95604
4302,44,46,11315.88118
4303,44,47,8819.084314
4304,44,48,16665.12708
4305,44,49,10466.73245
4306,44,50,16485.2611
4307,44,51,19872.19151
4308,44,52,9193.281117
4309,44,53,6554.229801
4310,44,54,11828.01314
4311,44,55,7370.355795
4312,44,56,9721.814136
4313,44,57,701.9923141
4314,44,58,8109.08485
4315,44,59,13805.68089
4316,44,60,19010.28783
4317,44,61,12058.02224
4318,44,62,19004.52421
4319,44,63,14100.43478
4320,44,64,17497.25484
4321,44,65,14460.20637
4322,44,66,16392.49742
4323,44,67,1726.052554
4324,44,68,6152.159783
4325,44,69,18380.00428
4326,44,70,3727.563946
4327,44,71,12671.14457
4328,44,72,2121.809174
4329,44,73,10531.91482
4330,44,74,5436.312978
4331,44,75,1504.061724
4332,44,76,12869.63256
4333,44,77,13343.25798
4334,44,78,5542.652113
4335,44,79,17778.95229
4336,44,80,18464.31055
4337,44,81,5427.26251
4338,44,82,16662.64873
4339,44,83,19194.69124
4340,44,84,1351.050298
4341,44,85,14467.11491
4342,44,86,13877.72795
4343,44,87,13250.8552
4344,44,88,12374.16947
4345,44,89,17394.47527
4346,44,90,11974.6804
4347,44,91,17825.42486
4348,44,92,8384.38459
4349,44,93,3408.281877
4350,44,94,3966.476057
4351,44,95,18689.6313
4352,44,96,3747.602208
4353,44,97,915.7830102
4354,44,98,13454.82288
4355,44,99,1827.2288
4356,44,100,11020.19317
4357,45,1,3812.434448
4358,45,2,9581.962378
4359,45,3,3895.071803
4360,45,4,4434.051388
4361,45,5,10461.07545
4362,45,6,13862.20641
4363,45,7,13614.21143
4364,45,8,8493.052603
4365,45,9,10318.57003
4366,45,10,5672.460933
4367,45,11,2343.816043
4368,45,12,1768.668518
4369,45,13,11843.76689
4370,45,14,7785.544299
4371,45,15,8933.774592
4372,45,16,9861.84222
4373,45,17,16369.57506
4374,45,18,6582.235456
4375,45,19,19300.8326
4376,45,20,15697.3556
4377,45,21,8312.426901
4378,45,22,9328.450059
4379,45,23,11605.40714
4380,45,24,9205.954172
4381,45,25,7680.977018
4382,45,26,15242.84736
4383,45,27,6726.153008
4384,45,28,11690.93475
4385,45,29,14207.60914
4386,45,30,4544.916566
4387,45,31,13204.88879
4388,45,32,5392.726287
4389,45,33,15235.45936
4390,45,34,9603.201062
4391,45,35,11443.08369
4392,45,36,11053.73894
4393,45,37,18047.62688
4394,45,38,16416.57822
4395,45,39,9443.39681
4396,45,40,8196.193412
4397,45,41,10853.81999
4398,45,42,4768.729873
4399,45,43,7251.614217
4400,45,44,10130.95604
201,3,4,1943.603616
202,3,5,9516.827814
203,3,6,10783.6909
204,3,7,10181.35044
205,3,8,5091.004348
206,3,9,13184.72356
207,3,10,2890.651827
208,3,11,3944.777546
209,3,12,2137.314454
210,3,13,8543.038529
211,3,14,11441.26113
212,3,15,12533.27407
213,3,16,13112.71831
214,3,17,15242.99885
215,3,18,10473.10283
216,3,19,16829.81404
217,3,20,12037.23416
218,3,21,11811.38353
219,3,22,12758.4753
220,3,23,7933.049026
221,3,24,12956.50134
222,3,25,5566.035849
223,3,26,11361.66568
224,3,27,3717.93342
225,3,28,7816.56584
226,3,29,10312.62547
227,3,30,5319.691727
228,3,31,13234.76298
229,3,32,9213.644259
230,3,33,15621.36981
231,3,34,12830.99012
232,3,35,7881.698365
233,3,36,7254.06947
234,3,37,14349.25833
235,3,38,19004.01645
236,3,39,10560.98887
237,3,40,7140.289554
238,3,41,14426.11388
239,3,42,4893.972357
240,3,43,8184.305335
241,3,44,6755.776151
242,3,45,3895.071803
243,3,46,4605.946011
244,3,47,2229.234986
245,3,48,16585.9566
246,3,49,11897.63122
247,3,50,16671.06829
248,3,51,13344.94968
249,3,52,10739.53677
250,3,53,7982.337369
251,3,54,18582.11784
252,3,55,13011.88544
253,3,56,8938.213788
254,3,57,6870.129055
255,3,58,14195.72095
256,3,59,19459.06356
257,3,60,14195.45938
258,3,61,13254.13337
259,3,62,12651.53949
260,3,63,12255.49417
261,3,64,11472.49545
262,3,65,7966.870706
263,3,66,16874.6051
264,3,67,8418.505585
265,3,68,11874.36343
266,3,69,13294.6132
267,3,70,3691.019174
268,3,71,10517.98628
269,3,72,5474.921862
270,3,73,7231.265353
271,3,74,8299.803013
272,3,75,8247.787333
273,3,76,6119.46715
274,3,77,14034.04809
275,3,78,1745.474375
276,3,79,14181.19487
277,3,80,14539.68718
278,3,81,8338.975056
279,3,82,14143.89755
280,3,83,12723.19781
281,3,84,6938.733532
282,3,85,16295.69983
283,3,86,12582.78851
284,3,87,8997.940334
285,3,88,5913.013718
286,3,89,12765.60376
287,3,90,17748.51303
288,3,91,14304.1401
289,3,92,10804.3209
290,3,93,8566.632449
291,3,94,8384.000266
292,3,95,13173.36397
293,3,96,9917.722732
294,3,97,6990.738228
295,3,98,15710.80678
296,3,99,6151.522462
297,3,100,12485.23235
298,4,1,3498.788115
299,4,2,14007.55762
300,4,3,1943.603616
601,7,8,7930.366359
602,7,9,11524.38919
603,7,10,7942.506963
604,7,11,11833.1403
605,7,12,12012.67288
606,7,13,6706.500856
607,7,14,18276.81358
608,7,15,13935.51544
609,7,16,16554.07589
610,7,17,8997.497181
611,7,18,17290.58745
612,7,19,6975.242595
613,7,20,5035.616408
614,7,21,13846.92425
615,7,22,13228.57919
616,7,23,5572.320454
617,7,24,14413.56265
618,7,25,6219.724167
619,7,26,3567.883514
620,7,27,6889.697993
621,7,28,4266.780129
622,7,29,2895.245523
623,7,30,14336.94467
624,7,31,11545.4104
625,7,32,18097.51619
626,7,33,10614.41942
627,7,34,12587.62016
628,7,35,6059.239247
629,7,36,5213.732316
630,7,37,4433.946827
631,7,38,9887.27717
632,7,39,14697.40538
633,7,40,11878.14947
634,7,41,12868.73803
635,7,42,13580.24301
636,7,43,9372.972941
637,7,44,7181.713263
638,7,45,13614.21143
639,7,46,11703.94149
640,7,47,11976.85888
641,7,48,11784.98246
642,7,49,15623.92533
643,7,50,12048.541
644,7,51,12698.68806
645,7,52,2100.54043
646,7,53,13588.94271
647,7,54,9052.70833
648,7,55,3740.348145
649,7,56,3852.899644
650,7,57,6490.665558
651,7,58,4960.375876
652,7,59,10024.89908
653,7,60,12844.40798
654,7,61,15708.24116
655,7,62,13792.56506
656,7,63,17589.66815
657,7,64,15069.43571
658,7,65,11619.6564
659,7,66,11537.46935
660,7,67,6306.995019
661,7,68,3472.968236
662,7,69,11231.32977
663,7,70,9953.557405
664,7,71,6162.950181
665,7,72,6259.043733
666,7,73,17235.40246
667,7,74,12265.01099
668,7,75,6619.815637
669,7,76,12611.91437
670,7,77,6249.43928
671,7,78,10529.06907
672,7,79,14206.40474
673,7,80,13126.63223
674,7,81,2074.462091
675,7,82,9502.946802
676,7,83,13590.87939
677,7,84,5869.885892
678,7,85,13552.47252
679,7,86,6752.932223
680,7,87,18588.92475
681,7,88,14389.58272
682,7,89,10382.62837
683,7,90,10925.22534
684,7,91,14055.51556
685,7,92,14200.45692
686,7,93,3832.822347
687,7,94,3216.217458
688,7,95,14093.09663
689,7,96,8731.299307
690,7,97,6269.403955
691,7,98,6920.856794
692,7,99,5883.850076
693,7,100,15613.35708
694,8,1,6330.300318
695,8,2,18073.32382
696,8,3,5091.004348
697,8,4,4065.791133
698,8,5,11366.1366
699,8,6,5693.256118
700,8,7,7930.366359
1001,11,12,2408.931453
1002,11,13,12476.66802
1003,11,14,9217.825599
1004,11,15,8678.070657
1005,11,16,11534.6315
1006,11,17,18680.58177
1007,11,18,7474.343048
1008,11,19,17669.70553
1009,11,20,15623.61042
1010,11,21,7924.651763
1011,11,22,8835.137664
1012,11,23,11724.64617
1013,11,24,9211.88454
1014,11,25,5635.771221
1015,11,26,14505.26497
1016,11,27,5254.567246
1017,11,28,11257.31099
1018,11,29,13344.39355
1019,11,30,6763.726397
1020,11,31,15542.38332
1021,11,32,6713.61459
1022,11,33,17488.67802
1023,11,34,8886.212815
1024,11,35,11747.50683
1025,11,36,10921.7455
1026,11,37,16045.3936
1027,11,38,16914.20633
1028,11,39,11785.66999
1029,11,40,10119.82937
1030,11,41,10518.85998
1031,11,42,6848.220589
1032,11,43,5099.901279
1033,11,44,10693.37991
1034,11,45,2343.816043
1035,11,46,750.3596395
1036,11,47,2196.721338
1037,11,48,12666.6628
1038,11,49,12094.91898
1039,11,50,12803.80716
1040,11,51,9403.5518
1041,11,52,11145.54631
1042,11,53,10131.40605
1043,11,54,17488.54833
1044,11,55,15544.0273
1045,11,56,8734.813468
1046,11,57,10755.523
1047,11,58,16793.48147
1048,11,59,15517.58226
1049,11,60,10277.46304
1050,11,61,12483.90494
1051,11,62,8781.322235
1052,11,63,10177.12082
1053,11,64,7784.454726
1054,11,65,4148.410139
1055,11,66,12944.135
1056,11,67,12322.93298
1057,11,68,14832.31293
1058,11,69,9433.663193
1059,11,70,7456.135586
1060,11,71,8638.831753
1061,11,72,9205.455024
1062,11,73,6652.504685
1063,11,74,11055.61717
1064,11,75,12174.11355
1065,11,76,2176.392202
1066,11,77,12023.17912
1067,11,78,5405.65696
1068,11,79,10530.10933
1069,11,80,10672.21711
1070,11,81,10731.50954
1071,11,82,10625.62533
1072,11,83,8831.252756
1073,11,84,10730.5269
1074,11,85,13649.15235
1075,11,86,10247.91708
1076,11,87,6858.821932
1077,11,88,2682.308079
1078,11,89,9073.829942
1079,11,90,16824.27618
1080,11,91,10625.71639
1081,11,92,12251.40767
1082,11,93,11935.21499
1083,11,94,11489.83839
1084,11,95,9378.229238
1085,11,96,13707.20059
1086,11,97,10852.36817
1087,11,98,13515.77091
1088,11,99,9872.356028
1089,11,100,12369.76477
1090,12,1,2224.379152
1091,12,2,11122.50837
1092,12,3,2137.314454
1093,12,4,3072.761833
1094,12,5,9890.587562
1095,12,6,12603.43468
1096,12,7,12012.67288
1097,12,8,6984.462487
1098,12,9,11555.30898
1099,12,10,4134.049913
1100,12,11,2408.931453
1401,15,16,6066.773335
1402,15,17,11761.61148
1403,15,18,3515.204476
1404,15,19,10395.89175
1405,15,20,15389.49347
1406,15,21,783.9555343
1407,15,22,706.9550455
1408,15,23,19424.8193
1409,15,24,817.8501833
1410,15,25,11489.63859
1411,15,26,15577.54872
1412,15,27,12895.5308
1413,15,28,18144.90372
1414,15,29,16147.50546
1415,15,30,11279.61874
1416,15,31,11672.63295
1417,15,32,4966.077845
1418,15,33,10503.56791
1419,15,34,1350.968303
1420,15,35,19600.86489
1421,15,36,18945.33984
1422,15,37,12221.4525
1423,15,38,8239.365702
1424,15,39,10583.69651
1425,15,40,14207.80368
1426,15,41,1924.77777
1427,15,42,12009.28579
1428,15,43,6637.241323
1429,15,44,18844.56553
1430,15,45,8933.774592
1431,15,46,8130.559958
1432,15,47,10370.12804
1433,15,48,4065.079595
1434,15,49,8857.992426
1435,15,50,4143.751056
1436,15,51,1313.400705
1437,15,52,11884.17919
1438,15,53,12448.60226
1439,15,54,8906.79558
1440,15,55,13749.98012
1441,15,56,11104.51623
1442,15,57,19368.42512
1443,15,58,12924.74568
1444,15,59,6959.307946
1445,15,60,1736.306773
1446,15,61,7401.213532
1447,15,62,161.384224
1448,15,63,5065.682543
1449,15,64,1356.661502
1450,15,65,5308.825161
1451,15,66,4365.989102
1452,15,67,18956.10792
1453,15,68,14981.31017
1454,15,69,2706.120233
1455,15,70,15217.43924
1456,15,71,8195.609473
1457,15,72,17820.36166
1458,15,73,8315.720159
1459,15,74,13662.66881
1460,15,75,18929.22847
1461,15,76,6535.442098
1462,15,77,7829.430512
1463,15,78,13544.04711
1464,15,79,2054.351809
1465,15,80,2006.865063
1466,15,81,15563.70988
1467,15,82,4504.453849
1468,15,83,354.1521735
1469,15,84,19308.03846
1470,15,85,5584.325601
1471,15,86,7192.999538
1472,15,87,5598.539503
1473,15,88,6718.985829
1474,15,89,3583.843449
1475,15,90,8427.654436
1476,15,91,2093.370075
1477,15,92,10915.75434
1478,15,93,17750.95237
1479,15,94,17127.26838
1480,15,95,776.8881804
1481,15,96,16116.17972
1482,15,97,19523.74279
1483,15,98,7718.312282
1484,15,99,18416.59874
1485,15,100,8367.378082
1486,16,1,13641.82377
1487,16,2,6275.290348
1488,16,3,13112.71831
1489,16,4,11983.52929
1490,16,5,15072.69499
1491,16,6,11448.92975
1492,16,7,16554.07589
1493,16,8,13500.80776
1494,16,9,8022.974023
1495,16,10,15532.54498
1496,16,11,11534.6315
1497,16,12,11433.55656
1498,16,13,12699.26093
1499,16,14,2382.160046
1500,16,15,6066.773335
1801,19,20,4995.024575
1802,19,21,11034.05052
1803,19,22,10022.98516
1804,19,23,9103.341848
1805,19,24,10104.46367
1806,19,25,12731.01408
1807,19,26,5486.491947
1808,19,27,13856.60958
1809,19,28,9038.4033
1810,19,29,6517.744123
1811,19,30,15595.56304
1812,19,31,6775.031955
1813,19,32,13944.35279
1814,19,33,4571.704523
1815,19,34,9775.718803
1816,19,35,9250.857312
1817,19,36,9670.787291
1818,19,37,2576.078853
1819,19,38,2944.743085
1820,19,39,10440.68837
1821,19,40,12141.43816
1822,19,41,8472.603838
1823,19,42,15494.15965
1824,19,43,12590.87392
1825,19,44,10543.28026
1826,19,45,19300.8326
1827,19,46,16975.28211
1828,19,47,18946.25159
1829,19,48,6379.118737
1830,19,49,9817.004841
1831,19,50,6392.47582
1832,19,51,9357.853548
1833,19,52,7053.076244
1834,19,53,12229.05562
1835,19,54,2091.883559
1836,19,55,3821.138379
1837,19,56,9342.556002
1838,19,57,10261.5099
1839,19,58,2645.333302
1840,19,59,3598.677258
1841,19,60,8663.380851
1842,19,61,9003.00819
1843,19,62,10257.27164
1844,19,63,10699.16196
1845,19,64,11588.78474
1846,19,65,13851.96416
1847,19,66,6070.167259
1848,19,67,8817.361358
1849,19,68,4960.075352
1850,19,69,8901.470971
1851,19,70,14187.07946
1852,19,71,9051.644522
1853,19,72,11444.6374
1854,19,73,15223.23326
1855,19,74,11271.61778
1856,19,75,9054.399617
1857,19,76,16087.16592
1858,19,77,5651.411082
1859,19,78,16080.71304
1860,19,79,8961.314616
1861,19,80,8440.791317
1862,19,81,8613.385728
1863,19,82,7407.971913
1864,19,83,10145.87291
1865,19,84,10067.50133
1866,19,85,6709.724853
1867,19,86,7429.003969
1868,19,87,14080.61441
1869,19,88,17108.77332
1870,19,89,9021.663039
1871,19,90,3982.74444
1872,19,91,8828.788713
1873,19,92,10007.4766
1874,19,93,8282.975277
1875,19,94,8446.104162
1876,19,95,9850.200956
1877,19,96,8246.405328
1878,19,97,10103.12465
1879,19,98,4217.126347
1880,19,99,10778.42779
1881,19,100,9408.600945
1882,20,1,12759.06159
1883,20,2,14749.96128
1884,20,3,12037.23416
1885,20,4,11265.37023
1886,20,5,10476.87809
1887,20,6,2316.919829
1888,20,7,5035.616408
1889,20,8,7204.364464
1890,20,9,13856.93167
1891,20,10,11416.71154
1892,20,11,15623.61042
1893,20,12,14115.0871
1894,20,13,3912.599659
1895,20,14,14685.15119
1896,20,15,15389.49347
1897,20,16,12317.95241
1898,20,17,4540.01527
1899,20,18,16757.83726
1900,20,19,4995.024575
2201,23,24,19078.667
2202,23,25,8503.323484
2203,23,26,3856.957091
2204,23,27,7260.153189
2205,23,28,1485.25174
2206,23,29,3280.197801
2207,23,30,9319.987272
2208,23,31,8347.558383
2209,23,32,15626.81278
2210,23,33,9313.47261
2211,23,34,18145.25578
2212,23,35,497.0690237
2213,23,36,962.7948565
2214,23,37,7217.210793
2215,23,38,11370.83989
2216,23,39,9756.039936
2217,23,40,6305.976883
2218,23,41,17566.87336
2219,23,42,8592.868447
2220,23,43,13320.89626
2221,23,44,1755.990631
2222,23,45,11605.40714
2223,23,46,12231.93827
2224,23,47,10123.93107
2225,23,48,15468.72191
2226,23,49,11416.92151
2227,23,50,15425.58208
2228,23,51,18116.29187
2229,23,52,7646.235498
2230,23,53,8036.364456
2231,23,54,10669.38456
2232,23,55,5687.092087
2233,23,56,8580.359
2234,23,57,1213.535595
2235,23,58,6543.886724
2236,23,59,12591.40873
2237,23,60,17731.14735
2238,23,61,12780.74657
2239,23,62,19263.50149
2240,23,63,15262.03869
2241,23,64,19248.56887
2242,23,65,14850.18935
2243,23,66,15162.74817
2244,23,67,1013.796934
2245,23,68,4452.671212
2246,23,69,16773.93392
2247,23,70,5375.242982
2248,23,71,11443.73374
2249,23,72,2520.07604
2250,23,73,12273.67442
2251,23,74,6777.319828
2252,23,75,1209.360623
2253,23,76,13830.33374
2254,23,77,11620.81285
2255,23,78,7002.885967
2256,23,79,17734.23179
2257,23,80,17538.50298
2258,23,81,4057.001959
2259,23,82,14946.31689
2260,23,83,19079.48946
2261,23,84,998.0218192
2262,23,85,14256.14315
2263,23,86,12325.20454
2264,23,87,14986.4225
2265,23,88,13798.90673
2266,23,89,15953.3437
2267,23,90,11290.79277
2268,23,91,17659.27381
2269,23,92,9392.356733
2270,23,93,1739.58731
2271,23,94,2430.428116
2272,23,95,18921.20668
2273,23,96,3999.099456
2274,23,97,1020.136732
2275,23,98,11706.57873
2276,23,99,1861.422093
2277,23,100,11866.73794
2278,24,1,12106.08063
2279,24,2,1087.559584
2280,24,3,12956.50134
2281,24,4,13525.78881
2282,24,5,9883.807343
