visitId,visitNumber,visitStartTime,date,fullVisitorId,total_visits,total_hits,total_pageviews,total_bounces,total_session_quality,total_revenue,source,medium,campaign,keyword,device,browser,operatingSystem,country,city,hit_number,page_path,page_title,is_entrance,is_exit,time,action_type,action_step,transaction_id,event_category,event_action,event_label,product_names,product_skus,product_categories
1501614708,2,1501614708,2017-08-01,7584192163261153799,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United States","not available in demo dataset",1,"/google redesign/apparel/mens/mens t shirts","Page Unavailable",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501625398,1,1501625398,2017-08-01,8356588563878313460,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United States","not available in demo dataset",1,"/google redesign/apparel/mens/mens t shirts","Page Unavailable",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501636143,1,1501636143,2017-08-01,276316972020641996,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United States","not available in demo dataset",1,"/google redesign/apparel/mens/mens t shirts","Page Unavailable",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501617844,2,1501617844,2017-08-01,5368439888438171044,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,"Chrome OS",Mexico,"not available in demo dataset",1,"/google redesign/apparel/mens/mens t shirts","Page Unavailable",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501583103,1,1501583103,2017-08-01,8093434632831972712,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United Kingdom","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501586309,1,1501586309,2017-08-01,6293853860707951924,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Safari,Macintosh,Germany,Hamburg,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501631547,1,1501631547,2017-08-01,9763422381496918689,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Mexico,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501599064,1,1501599064,2017-08-01,3303761699754053123,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Netherlands,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501585229,6,1501585229,2017-08-01,6523476011587974116,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,"Chrome OS",Poland,Warsaw,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501639903,1,1501639903,2017-08-01,5440137113110582954,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Venezuela,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501576309,1,1501576309,2017-08-01,4299324046861774856,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United Kingdom",London,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501573981,5,1501573981,2017-08-01,2430434738816233400,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Russia,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501618526,1,1501618526,2017-08-01,1162879947461479130,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United States","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501578968,1,1501578968,2017-08-01,1633623663580153655,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Firefox,Windows,Slovakia,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501599268,1,1501599268,2017-08-01,1831467524485009554,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Poland,Warsaw,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501596177,1,1501596177,2017-08-01,8642531916547495467,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Brazil,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501651981,1,1501651981,2017-08-01,3504467345649484128,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Russia,Moscow,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501586158,1,1501586158,2017-08-01,1035697194635668519,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United Kingdom",London,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501608159,1,1501608159,2017-08-01,4262381941656956323,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Safari,Macintosh,India,Bengaluru,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501577371,1,1501577371,2017-08-01,1527809562727000331,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Belgium,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501587914,1,1501587914,2017-08-01,2052144095426120143,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501587700,1,1501587700,2017-08-01,2474397855041322408,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,Mumbai,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501587435,1,1501587435,2017-08-01,9019789757976195881,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Linux,"United States","(not set)",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501576122,1,1501576122,2017-08-01,3493554076147199038,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United Kingdom","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501653660,1,1501653660,2017-08-01,8675799557365982570,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Germany,Hamburg,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501601566,1,1501601566,2017-08-01,9132840005766282322,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,France,Paris,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501608816,1,1501608816,2017-08-01,2753239264861351604,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United States","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501575585,1,1501575585,2017-08-01,4661368066435196687,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Germany,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501649786,1,1501649786,2017-08-01,4285057519413189230,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Japan,Minato,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501611826,1,1501611826,2017-08-01,0320075811635392620,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Brazil,"Sao Paulo",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501583200,1,1501583200,2017-08-01,9716657830265517282,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,Bengaluru,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501609523,1,1501609523,2017-08-01,0648931861908387592,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Netherlands,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501607866,1,1501607866,2017-08-01,1609569033878553733,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Colombia,Bogota,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501629433,1,1501629433,2017-08-01,5927394846295478931,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Japan,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501607938,3,1501607938,2017-08-01,0510721883310417315,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United States","Mountain View",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501581795,1,1501581795,2017-08-01,3004437018114665039,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Ireland,Dublin,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501639761,2,1501639761,2017-08-01,7234008024957814491,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Australia,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501579312,62,1501579312,2017-08-01,185123961166899959,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United Kingdom","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501637462,1,1501637462,2017-08-01,1313982618026936685,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Linux,"United States",Kirkland,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501594185,63,1501594185,2017-08-01,185123961166899959,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United Kingdom","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501611385,16,1501611385,2017-08-01,5742891946448101403,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United States","San Jose",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501642094,1,1501642094,2017-08-01,4608510479411539707,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"Hong Kong","Hong Kong",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501618437,1,1501618437,2017-08-01,8363801338451068653,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501614340,2,1501614340,2017-08-01,679821822000343988,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Germany,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501583452,1,1501583452,2017-08-01,5196921601663501500,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Bulgaria,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501611913,1,1501611913,2017-08-01,2723275726967250490,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United States","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501578890,1,1501578890,2017-08-01,7568905595336304291,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Edge,Windows,Belgium,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501571727,1,1501571727,2017-08-01,2132595968091130040,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Israel,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501592594,1,1501592594,2017-08-01,6812286805860740914,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Bangladesh,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501621427,1,1501621427,2017-08-01,8515694612127294758,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,France,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501656021,1,1501656021,2017-08-01,2098520034572528192,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Japan,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501598637,1,1501598637,2017-08-01,8657024433553123545,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Spain,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501574778,1,1501574778,2017-08-01,313705530642411769,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Malaysia,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501605247,1,1501605247,2017-08-01,1189144410038681064,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Netherlands,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501636462,1,1501636462,2017-08-01,5848932798980961272,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Brazil,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501647171,1,1501647171,2017-08-01,6953998855113681193,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,France,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501571795,1,1501571795,2017-08-01,5586832101124774433,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Firefox,Windows,Germany,Hamburg,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501607473,7,1501607473,2017-08-01,6738862685312504914,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United States","Palo Alto",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501635430,2,1501635430,2017-08-01,3791855975996892655,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,"Chrome OS","United States","Mountain View",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501581208,1,1501581208,2017-08-01,7117015048179934749,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Firefox,Windows,Pakistan,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501653852,1,1501653852,2017-08-01,3224554362885235073,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,Bengaluru,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501577678,1,1501577678,2017-08-01,0288420414013956960,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,Pune,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501585173,1,1501585173,2017-08-01,618202192678153153,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Portugal,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501593888,1,1501593888,2017-08-01,1740758290528036953,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"South Africa","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501632230,1,1501632230,2017-08-01,9027032855507312036,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Argentina,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501591372,1,1501591372,2017-08-01,8365841167627753385,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United Kingdom","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501584277,1,1501584277,2017-08-01,5527309262868863177,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Linux,"United States","(not set)",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501651720,1,1501651720,2017-08-01,2986861885941213188,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501578373,1,1501578373,2017-08-01,6057244359055831454,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Singapore,Singapore,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501585245,1,1501585245,2017-08-01,9481545664320996867,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United Kingdom",London,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501585543,1,1501585543,2017-08-01,4370392355446786632,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,France,Paris,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501574345,1,1501574345,2017-08-01,2304876817716648455,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Germany,Hamburg,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501601892,1,1501601892,2017-08-01,9987807311191587328,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United Kingdom",London,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501651856,1,1501651856,2017-08-01,98556533212138984,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United States",Sunnyvale,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501592001,2,1501592001,2017-08-01,9246096968344282855,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,France,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501622015,1,1501622015,2017-08-01,3051267898669428700,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Firefox,Macintosh,Belgium,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501603091,1,1501603091,2017-08-01,4266455562327440686,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Germany,Berlin,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501602451,1,1501602451,2017-08-01,8345556086864169755,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,"United States",Chicago,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501650912,1,1501650912,2017-08-01,2421732605600656292,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Safari,Macintosh,Australia,Sydney,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501579491,1,1501579491,2017-08-01,3767323408752846776,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Russia,Moscow,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501596217,1,1501596217,2017-08-01,1646208372745011629,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,Bengaluru,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501619086,1,1501619086,2017-08-01,4650342873101406910,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Germany,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501587465,1,1501587465,2017-08-01,018464682656639403,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Linux,"United States","(not set)",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501576146,12,1501576146,2017-08-01,6515588499985801287,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Italy,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501577434,1,1501577434,2017-08-01,489583019607709277,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Macintosh,Netherlands,Amsterdam,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501649626,1,1501649626,2017-08-01,6487389177895861068,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,"United States","not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501573864,1,1501573864,2017-08-01,2898336862525809278,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,"Coc Coc",Windows,Vietnam,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501597039,1,1501597039,2017-08-01,7304639191975907101,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Firefox,Windows,France,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501580875,1,1501580875,2017-08-01,5261305979283832592,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,Taiwan,"not available in demo dataset",1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1501614434,1,1501614434,2017-08-01,6290410097687250086,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,desktop,Chrome,Windows,India,Bengaluru,1,/home,"Google Online Store",true,true,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
