id,artifact_id,environment,status,deployed_time
135,55,staging,failure,2023-10-10 18:24:35.651440
136,101,production,failure,2024-04-27 18:24:35.651440
137,750,development,failure,2023-10-19 18:24:35.651440
138,194,development,failure,2023-10-29 18:24:35.651440
139,543,staging,failure,2023-07-16 18:24:35.651440
140,112,development,success,2023-06-09 18:24:35.651440
141,982,development,success,2024-03-27 18:24:35.651440
142,55,production,failure,2024-05-04 18:24:35.651440
143,245,production,success,2024-04-19 18:24:35.651440
144,283,production,failure,2024-01-28 18:24:35.651440
145,402,development,success,2023-11-03 18:24:35.651440
146,752,staging,failure,2023-06-03 18:24:35.651440
147,211,development,failure,2024-02-25 18:24:35.651440
148,653,production,failure,2023-12-27 18:24:35.651440
149,752,development,success,2024-05-21 18:24:35.651440
150,516,production,failure,2023-05-30 18:24:35.651440
151,757,production,success,2023-12-18 18:24:35.651440
152,175,production,success,2023-12-13 18:24:35.651440
153,171,staging,failure,2024-02-17 18:24:35.651440
154,146,production,failure,2024-05-16 18:24:35.651440
155,439,development,success,2023-12-03 18:24:35.651440
156,998,development,success,2024-01-08 18:24:35.651440
157,696,production,failure,2024-05-18 18:24:35.651440
158,993,production,success,2023-09-23 18:24:35.651440
159,501,staging,success,2024-01-17 18:24:35.651440
160,47,production,failure,2024-05-14 18:24:35.651440
161,856,production,success,2024-01-27 18:24:35.651440
162,774,development,success,2024-03-08 18:24:35.651440
163,312,staging,failure,2023-12-03 18:24:35.651440
164,753,production,failure,2023-11-25 18:24:35.651440
165,680,staging,failure,2023-09-16 18:24:35.651440
166,470,staging,failure,2024-05-16 18:24:35.651440
167,728,production,failure,2023-12-04 18:24:35.651440
168,116,production,success,2024-01-05 18:24:35.651440
169,152,development,success,2023-10-25 18:24:35.651440
170,366,development,success,2023-09-11 18:24:35.651440
171,592,staging,failure,2023-06-01 18:24:35.651440
172,212,development,failure,2024-04-07 18:24:35.651440
173,655,staging,failure,2024-03-28 18:24:35.651440
174,982,development,failure,2023-08-27 18:24:35.651440
175,933,staging,failure,2023-06-10 18:24:35.651440
176,401,staging,failure,2023-07-26 18:24:35.651440
177,317,development,failure,2024-02-15 18:24:35.651440
178,855,development,failure,2023-07-14 18:24:35.651440
179,815,production,failure,2023-10-03 18:24:35.651440
180,296,development,failure,2024-03-27 18:24:35.651440
181,950,development,failure,2023-06-07 18:24:35.651440
182,698,production,failure,2024-03-07 18:24:35.651440
183,639,production,success,2023-08-11 18:24:35.651440
184,311,staging,success,2023-09-16 18:24:35.651440
185,819,development,failure,2023-12-24 18:24:35.651440
186,42,staging,success,2024-02-01 18:24:35.651440
187,55,staging,success,2023-09-15 18:24:35.651440
188,441,production,success,2023-11-24 18:24:35.651440
189,52,development,failure,2024-01-15 18:24:35.651440
190,900,production,success,2023-12-29 18:24:35.651440
191,977,production,failure,2024-04-08 18:24:35.651440
192,147,staging,success,2024-02-12 18:24:35.651440
193,298,development,failure,2024-01-31 18:24:35.651440
194,956,development,failure,2023-11-23 18:24:35.651440
195,433,development,failure,2023-10-31 18:24:35.651440
196,943,production,failure,2023-12-20 18:24:35.651440
197,178,staging,failure,2023-08-08 18:24:35.651440
198,824,development,success,2023-07-31 18:24:35.651440
199,257,staging,success,2024-03-14 18:24:35.651440
200,309,development,failure,2023-12-18 18:24:35.651440
201,581,staging,success,2023-07-06 18:24:35.651440
202,385,development,success,2023-10-12 18:24:35.651440
203,540,production,failure,2023-10-09 18:24:35.651440
204,516,production,failure,2023-06-07 18:24:35.651440
205,480,staging,failure,2023-11-23 18:24:35.651440
206,431,staging,success,2023-10-25 18:24:35.651440
207,935,development,failure,2023-08-10 18:24:35.651440
208,91,production,failure,2024-03-12 18:24:35.651440
209,806,production,failure,2024-01-19 18:24:35.651440
210,131,production,failure,2023-07-10 18:24:35.651440
211,55,development,failure,2023-11-03 18:24:35.651440
212,687,staging,failure,2024-05-19 18:24:35.651440
213,860,development,success,2024-04-25 18:24:35.651440
214,277,development,failure,2023-06-25 18:24:35.651440
215,609,staging,failure,2024-04-03 18:24:35.651440
216,708,development,success,2023-12-05 18:24:35.651440
217,759,production,success,2023-07-28 18:24:35.651440
218,719,production,success,2024-02-08 18:24:35.651440
219,576,development,success,2023-09-12 18:24:35.651440
220,917,production,success,2023-06-12 18:24:35.651440
221,309,staging,success,2023-07-06 18:24:35.651440
222,825,production,success,2023-09-17 18:24:35.651440
223,118,development,success,2024-04-18 18:24:35.651440
224,619,production,success,2024-03-22 18:24:35.651440
225,254,development,failure,2024-02-08 18:24:35.651440
226,26,staging,failure,2023-09-07 18:24:35.651440
227,57,staging,failure,2024-03-21 18:24:35.651440
228,496,development,failure,2024-02-18 18:24:35.651440
229,842,production,failure,2023-07-14 18:24:35.651440
230,880,production,success,2023-06-21 18:24:35.651440
231,443,production,success,2024-03-09 18:24:35.651440
232,190,production,success,2024-03-11 18:24:35.652437
233,175,production,success,2023-09-04 18:24:35.652437
234,488,staging,failure,2023-09-20 18:24:35.652437
235,684,production,failure,2024-04-01 18:24:35.652437
236,377,staging,failure,2023-06-16 18:24:35.652437
237,396,development,failure,2023-05-31 18:24:35.652437
238,427,development,success,2023-10-18 18:24:35.652437
239,291,development,failure,2023-10-01 18:24:35.652437
240,12,staging,success,2023-07-30 18:24:35.652437
241,661,production,failure,2023-06-24 18:24:35.652437
242,44,development,failure,2023-11-23 18:24:35.652437
243,904,staging,success,2023-10-01 18:24:35.652437
244,163,production,success,2023-11-21 18:24:35.652437
245,358,production,failure,2023-05-27 18:24:35.652437
246,526,development,success,2024-04-20 18:24:35.652437
247,361,production,failure,2023-06-22 18:24:35.652437
248,471,staging,failure,2024-03-12 18:24:35.652437
249,946,development,failure,2023-11-03 18:24:35.652437
250,386,production,success,2023-09-24 18:24:35.652437
251,590,production,failure,2023-05-26 18:24:35.652437
252,133,staging,failure,2023-05-31 18:24:35.652437
253,599,staging,success,2023-07-11 18:24:35.652437
254,47,production,success,2024-05-07 18:24:35.652437
255,238,production,success,2024-04-03 18:24:35.652437
256,512,staging,failure,2023-06-10 18:24:35.652437
257,779,production,success,2024-01-25 18:24:35.652437
258,108,production,failure,2024-02-23 18:24:35.652437
259,774,development,success,2023-10-20 18:24:35.652437
260,627,development,success,2024-01-15 18:24:35.652437
261,868,staging,failure,2024-04-15 18:24:35.652437
262,622,development,success,2023-07-04 18:24:35.652437
263,329,production,failure,2024-03-28 18:24:35.652437
264,387,production,success,2024-03-15 18:24:35.652437
265,201,staging,failure,2024-01-14 18:24:35.652437
266,696,development,success,2023-12-28 18:24:35.652437
267,760,staging,success,2024-03-01 18:24:35.652437
268,89,development,success,2023-07-29 18:24:35.652437
269,209,development,success,2024-05-05 18:24:35.652437
270,369,production,success,2023-10-27 18:24:35.652437
271,349,production,failure,2024-02-18 18:24:35.652437
272,195,production,failure,2024-02-06 18:24:35.652437
273,513,staging,success,2023-11-24 18:24:35.652437
274,821,staging,failure,2024-04-18 18:24:35.652437
275,641,development,success,2023-11-12 18:24:35.652437
276,131,staging,success,2023-09-01 18:24:35.652437
277,121,development,success,2023-09-10 18:24:35.652437
278,616,staging,success,2023-08-20 18:24:35.652437
279,230,staging,failure,2023-12-26 18:24:35.652437
280,721,development,success,2023-11-21 18:24:35.652437
281,992,development,success,2023-12-27 18:24:35.652437
282,874,production,failure,2023-08-31 18:24:35.652437
283,409,development,success,2023-07-11 18:24:35.652437
284,597,staging,success,2023-09-24 18:24:35.652437
285,34,staging,failure,2023-12-01 18:24:35.652437
286,206,development,success,2023-12-03 18:24:35.652437
287,210,production,failure,2023-08-16 18:24:35.652437
288,947,development,success,2023-06-18 18:24:35.652437
289,506,production,success,2024-04-15 18:24:35.652437
290,355,staging,success,2024-04-16 18:24:35.652437
291,909,staging,success,2023-08-14 18:24:35.652437
292,278,development,success,2024-05-01 18:24:35.652437
293,509,development,failure,2023-09-06 18:24:35.652437
294,442,staging,success,2023-09-21 18:24:35.652437
295,22,development,success,2024-04-24 18:24:35.652437
296,548,staging,success,2023-07-16 18:24:35.652437
297,566,development,failure,2023-09-19 18:24:35.652437
298,785,production,success,2023-11-11 18:24:35.652437
299,441,staging,success,2023-05-29 18:24:35.652437
300,119,development,failure,2023-10-11 18:24:35.652437
301,361,staging,failure,2024-02-13 18:24:35.652437
302,941,development,success,2024-04-23 18:24:35.652437
303,95,development,success,2023-07-26 18:24:35.652437
304,423,production,success,2023-08-22 18:24:35.652437
305,822,production,success,2024-05-15 18:24:35.652437
306,833,development,success,2024-04-23 18:24:35.652437
307,130,development,failure,2023-10-11 18:24:35.652437
308,45,staging,success,2023-12-14 18:24:35.652437
309,300,production,failure,2024-03-17 18:24:35.652437
310,491,development,success,2023-06-21 18:24:35.652437
311,79,production,success,2024-01-15 18:24:35.652437
312,507,production,failure,2023-05-27 18:24:35.652437
313,920,staging,failure,2024-01-31 18:24:35.652437
314,965,production,failure,2023-11-17 18:24:35.652437
315,890,development,failure,2023-06-23 18:24:35.652437
316,327,production,success,2023-05-31 18:24:35.652437
317,56,staging,failure,2023-11-27 18:24:35.652437
318,287,development,success,2024-04-12 18:24:35.652437
319,862,development,failure,2023-08-30 18:24:35.652437
320,760,development,success,2023-08-13 18:24:35.652437
321,382,development,success,2024-03-11 18:24:35.652437
322,716,production,failure,2023-10-10 18:24:35.652437
323,976,development,failure,2024-03-25 18:24:35.652437
324,857,staging,failure,2024-05-05 18:24:35.652437
325,603,staging,success,2023-11-08 18:24:35.652437
326,62,production,failure,2024-01-01 18:24:35.652437
327,508,staging,failure,2024-05-13 18:24:35.652437
328,455,development,success,2024-04-30 18:24:35.652437
329,389,production,failure,2024-02-18 18:24:35.652437
330,546,production,failure,2024-04-26 18:24:35.652437
331,33,staging,success,2023-08-19 18:24:35.652437
332,932,staging,failure,2023-07-16 18:24:35.652437
333,830,development,success,2023-07-25 18:24:35.652437
334,350,staging,failure,2023-07-09 18:24:35.652437
335,802,development,failure,2024-04-23 18:24:35.652437
336,976,staging,failure,2023-06-10 18:24:35.652437
337,435,production,failure,2023-08-03 18:24:35.652437
338,167,staging,success,2023-11-09 18:24:35.652437
339,136,staging,failure,2024-05-15 18:24:35.652437
340,88,production,failure,2024-01-16 18:24:35.652437
341,346,staging,success,2023-08-04 18:24:35.652437
342,631,staging,failure,2024-01-03 18:24:35.652437
343,676,production,success,2024-01-15 18:24:35.652437
344,128,production,failure,2023-12-17 18:24:35.652437
345,857,development,failure,2024-01-08 18:24:35.652437
346,474,staging,success,2024-05-14 18:24:35.652437
347,478,staging,failure,2024-05-04 18:24:35.652437
348,654,development,failure,2023-08-12 18:24:35.652437
349,60,development,failure,2023-07-31 18:24:35.652437
350,919,production,failure,2023-07-15 18:24:35.652437
351,977,staging,success,2024-04-20 18:24:35.652437
352,265,staging,failure,2024-01-02 18:24:35.652437
353,131,production,success,2024-01-27 18:24:35.652437
354,151,production,success,2023-07-11 18:24:35.652437
355,239,production,success,2024-03-25 18:24:35.652437
356,189,production,failure,2023-06-07 18:24:35.652437
357,594,development,success,2023-12-12 18:24:35.652437
358,63,staging,failure,2023-05-23 18:24:35.652437
359,17,staging,success,2023-06-10 18:24:35.652437
360,615,staging,success,2024-01-23 18:24:35.652437
361,80,staging,success,2023-09-06 18:24:35.652437
362,524,development,success,2024-04-13 18:24:35.652437
363,334,staging,failure,2023-08-04 18:24:35.652437
364,74,staging,failure,2023-06-29 18:24:35.652437
365,147,staging,failure,2024-05-10 18:24:35.652437
366,344,production,failure,2023-10-27 18:24:35.652437
367,482,production,success,2023-12-24 18:24:35.652437
368,165,development,failure,2023-11-16 18:24:35.652437
369,953,production,success,2024-03-07 18:24:35.652437
370,109,development,failure,2023-07-16 18:24:35.652437
371,524,production,failure,2023-09-05 18:24:35.652437
372,963,staging,success,2024-02-02 18:24:35.652437
373,673,staging,success,2024-03-07 18:24:35.652437
374,979,development,failure,2024-04-13 18:24:35.652437
375,552,production,success,2024-03-21 18:24:35.652437
376,622,production,failure,2023-09-24 18:24:35.652437
377,325,development,failure,2024-01-06 18:24:35.652437
378,933,staging,success,2024-01-19 18:24:35.652437
379,819,development,failure,2023-11-19 18:24:35.652437
380,323,production,success,2024-03-24 18:24:35.652437
381,456,staging,success,2023-10-26 18:24:35.652437
382,361,production,success,2023-08-10 18:24:35.652437
383,937,production,failure,2023-11-19 18:24:35.652437
384,620,staging,failure,2024-01-26 18:24:35.652437
385,236,development,success,2023-08-05 18:24:35.652437
386,796,production,success,2023-10-27 18:24:35.652437
387,621,staging,failure,2024-01-10 18:24:35.652437
388,322,development,failure,2024-03-23 18:24:35.652437
389,432,development,failure,2023-09-07 18:24:35.652437
390,648,development,failure,2024-02-11 18:24:35.652437
391,16,development,failure,2024-02-27 18:24:35.652437
392,270,production,failure,2023-08-13 18:24:35.652437
393,761,development,success,2024-04-01 18:24:35.652437
394,854,development,success,2023-10-15 18:24:35.652437
395,75,production,failure,2024-03-16 18:24:35.652437
396,926,staging,success,2023-10-19 18:24:35.652437
397,412,production,success,2023-06-01 18:24:35.652437
398,730,development,failure,2023-12-24 18:24:35.652437
399,919,production,success,2023-12-02 18:24:35.652437
400,740,development,failure,2024-04-29 18:24:35.652437
401,973,staging,failure,2023-10-06 18:24:35.652437
402,759,staging,failure,2023-10-12 18:24:35.652437
403,717,production,success,2024-03-15 18:24:35.652437
404,742,production,success,2023-07-26 18:24:35.652437
405,156,production,failure,2024-05-19 18:24:35.652437
406,691,staging,failure,2023-06-25 18:24:35.652437
407,329,development,failure,2023-10-11 18:24:35.652437
408,968,development,failure,2024-04-03 18:24:35.652437
409,506,development,failure,2023-11-30 18:24:35.652437
410,293,staging,failure,2023-12-09 18:24:35.652437
411,776,development,success,2024-02-21 18:24:35.652437
412,834,staging,failure,2024-02-05 18:24:35.652437
413,589,staging,success,2023-07-12 18:24:35.652437
414,356,development,success,2023-12-29 18:24:35.652437
415,295,staging,failure,2024-01-03 18:24:35.652437
416,230,staging,failure,2024-02-26 18:24:35.652437
417,621,development,failure,2024-03-29 18:24:35.652437
418,145,development,success,2024-04-03 18:24:35.652437
419,29,development,success,2023-07-21 18:24:35.652437
420,7,development,failure,2023-09-15 18:24:35.652437
421,209,production,failure,2023-12-30 18:24:35.652437
422,750,production,success,2023-10-08 18:24:35.652437
423,851,staging,success,2023-10-03 18:24:35.652437
424,734,development,failure,2023-05-27 18:24:35.652437
425,911,staging,failure,2023-10-14 18:24:35.652437
426,89,staging,success,2024-03-13 18:24:35.652437
427,992,development,success,2023-11-23 18:24:35.652437
428,745,staging,success,2024-04-14 18:24:35.652437
429,520,staging,failure,2023-12-03 18:24:35.652437
430,646,production,success,2023-09-03 18:24:35.652437
431,724,staging,success,2023-06-05 18:24:35.652437
432,444,production,failure,2024-04-01 18:24:35.652437
433,195,production,success,2023-08-11 18:24:35.652437
434,972,production,success,2023-07-03 18:24:35.652437
435,252,production,failure,2024-03-13 18:24:35.652437
436,894,production,success,2024-01-31 18:24:35.652437
437,272,development,failure,2023-09-25 18:24:35.652437
438,834,production,failure,2024-02-17 18:24:35.652437
439,290,development,success,2024-03-16 18:24:35.652437
440,974,production,success,2023-09-01 18:24:35.652437
441,4,development,failure,2023-10-13 18:24:35.652437
442,572,development,success,2023-07-15 18:24:35.652437
443,40,production,failure,2023-10-21 18:24:35.652437
444,629,production,success,2023-11-10 18:24:35.652437
445,654,staging,success,2023-11-26 18:24:35.652437
446,899,development,failure,2023-12-21 18:24:35.652437
447,685,staging,failure,2023-09-17 18:24:35.652437
448,613,production,failure,2023-11-22 18:24:35.652437
449,303,development,success,2024-04-03 18:24:35.652437
450,987,staging,failure,2023-12-27 18:24:35.652437
451,334,production,failure,2024-01-17 18:24:35.652437
452,119,staging,failure,2024-02-22 18:24:35.652437
453,677,staging,failure,2024-03-25 18:24:35.652437
454,722,staging,failure,2024-03-18 18:24:35.652437
455,616,production,success,2023-10-25 18:24:35.652437
456,30,staging,success,2023-12-26 18:24:35.652437
457,912,development,failure,2023-10-26 18:24:35.652437
458,268,staging,failure,2023-06-12 18:24:35.652437
459,401,staging,failure,2023-10-09 18:24:35.652437
460,267,staging,failure,2024-04-25 18:24:35.652437
461,746,staging,success,2024-01-31 18:24:35.652437
462,316,staging,success,2023-10-06 18:24:35.652437
463,587,production,success,2024-02-27 18:24:35.652437
464,799,development,failure,2023-07-07 18:24:35.652437
465,133,production,success,2023-07-18 18:24:35.652437
466,974,staging,success,2024-05-12 18:24:35.652437
467,800,staging,failure,2023-05-28 18:24:35.652437
468,786,development,success,2023-08-13 18:24:35.652437
469,532,staging,success,2024-02-05 18:24:35.652437
470,161,staging,success,2023-08-22 18:24:35.652437
471,298,staging,failure,2024-03-01 18:24:35.652437
472,424,production,success,2024-02-02 18:24:35.652437
473,963,development,success,2024-05-16 18:24:35.652437
474,774,development,failure,2023-08-27 18:24:35.652437
475,811,development,success,2023-09-17 18:24:35.652437
476,290,development,success,2023-12-20 18:24:35.652437
477,647,development,success,2023-06-05 18:24:35.652437
478,279,staging,failure,2024-03-20 18:24:35.652437
479,135,development,success,2024-01-05 18:24:35.652437
480,76,production,failure,2023-09-07 18:24:35.652437
481,21,production,success,2024-05-15 18:24:35.652437
482,98,staging,success,2023-07-26 18:24:35.652437
483,852,staging,failure,2023-07-17 18:24:35.652437
484,436,production,success,2023-09-03 18:24:35.652437
485,310,staging,success,2024-01-03 18:24:35.652437
486,103,production,failure,2024-01-08 18:24:35.652437
487,386,staging,success,2023-12-25 18:24:35.652437
488,228,production,failure,2023-10-27 18:24:35.652437
489,495,production,success,2023-12-29 18:24:35.652437
490,392,staging,failure,2024-05-14 18:24:35.652437
491,975,production,success,2023-11-14 18:24:35.652437
492,464,production,success,2024-01-29 18:24:35.652437
493,407,staging,failure,2024-01-25 18:24:35.652437
494,489,development,failure,2023-08-08 18:24:35.652437
495,341,production,success,2024-03-10 18:24:35.652437
496,98,development,success,2023-08-09 18:24:35.652437
497,886,production,success,2023-09-15 18:24:35.652437
498,86,staging,failure,2024-03-11 18:24:35.652437
499,536,development,success,2023-08-06 18:24:35.652437
500,786,staging,failure,2023-09-13 18:24:35.652437
501,319,development,success,2023-12-02 18:24:35.652437
502,330,production,failure,2023-06-05 18:24:35.652437
503,893,staging,success,2024-05-20 18:24:35.652437
504,774,staging,failure,2023-08-09 18:24:35.652437
505,321,development,failure,2023-06-24 18:24:35.652437
506,473,staging,success,2023-05-26 18:24:35.652437
507,944,staging,success,2024-03-30 18:24:35.652437
508,385,development,success,2024-03-18 18:24:35.652437
509,533,development,success,2024-03-21 18:24:35.652437
510,449,development,failure,2024-03-25 18:24:35.652437
511,508,production,failure,2024-02-25 18:24:35.652437
512,144,staging,failure,2023-08-16 18:24:35.652437
513,10,development,failure,2023-12-23 18:24:35.652437
514,302,staging,failure,2023-06-11 18:24:35.652437
515,630,production,success,2023-11-14 18:24:35.652437
516,145,production,success,2023-12-26 18:24:35.652437
517,823,production,failure,2023-07-13 18:24:35.652437
518,532,staging,failure,2023-07-18 18:24:35.652437
519,474,staging,success,2024-02-05 18:24:35.652437
520,169,production,failure,2023-08-28 18:24:35.652437
521,11,staging,success,2023-12-12 18:24:35.652437
522,154,development,success,2023-09-25 18:24:35.652437
523,320,development,success,2023-05-29 18:24:35.652437
524,711,production,failure,2024-04-04 18:24:35.652437
525,339,development,failure,2024-04-04 18:24:35.652437
526,609,development,failure,2024-03-03 18:24:35.652437
527,652,development,failure,2023-08-10 18:24:35.652437
528,644,development,failure,2024-05-15 18:24:35.652437
529,292,production,failure,2023-10-17 18:24:35.652437
530,377,staging,failure,2023-07-08 18:24:35.652437
531,575,production,success,2023-08-19 18:24:35.652437
532,80,development,success,2023-07-24 18:24:35.652437
533,749,staging,success,2024-02-02 18:24:35.652437
534,270,development,success,2023-08-08 18:24:35.652437
535,817,production,failure,2023-08-29 18:24:35.652437
536,339,production,failure,2023-08-02 18:24:35.652437
537,990,production,failure,2023-07-12 18:24:35.652437
538,215,development,success,2024-02-26 18:24:35.652437
539,222,production,success,2024-04-06 18:24:35.652437
540,147,staging,success,2024-02-28 18:24:35.652437
541,332,development,success,2024-04-13 18:24:35.652437
542,524,staging,failure,2023-10-10 18:24:35.652437
543,335,production,success,2023-12-20 18:24:35.652437
544,247,staging,failure,2023-08-10 18:24:35.652437
545,793,production,failure,2023-11-07 18:24:35.652437
546,364,production,failure,2023-12-15 18:24:35.652437
547,544,production,success,2024-04-12 18:24:35.652437
548,979,production,failure,2024-02-27 18:24:35.652437
549,729,staging,failure,2024-03-10 18:24:35.652437
550,502,staging,success,2023-06-02 18:24:35.652437
551,572,production,failure,2023-10-13 18:24:35.652437
552,183,staging,failure,2024-05-10 18:24:35.652437
553,790,staging,failure,2023-06-14 18:24:35.652437
554,219,production,success,2023-07-12 18:24:35.652437
555,392,development,success,2023-11-13 18:24:35.652437
556,201,staging,success,2023-10-09 18:24:35.652437
557,6,staging,failure,2023-07-27 18:24:35.652437
558,97,staging,success,2023-11-16 18:24:35.652437
559,622,development,failure,2024-01-04 18:24:35.652437
560,658,staging,success,2023-09-20 18:24:35.652437
561,713,staging,failure,2023-05-28 18:24:35.652437
562,641,production,success,2024-04-23 18:24:35.652437
