id,component_id,record_time,cpu_usage,mem_usage,network_bandwidth,parent_id
6489,649,2024-04-25T15:18:23.053,0.09986833654241767,0.32221959978337333,504.63978475303526,31
6675,668,2024-05-12T15:18:23.054,0.40799208366011375,0.17706348023753304,541.6657960177496,
6856,686,2024-05-08T15:18:23.054,0.41449096575025335,0.6171217875775563,385.19480344630415,
6860,686,2024-05-08T15:18:23.054,0.7701253538795755,0.28652785606134135,160.74673656574694,185
7121,713,2024-05-19T15:18:23.056,0.11219956031143341,0.3957069991578457,124.6209267683314,916
7583,759,2024-04-30T15:18:23.058,0.37750202204768946,0.8855293303598633,126.35776942271126,
7635,764,2024-05-06T15:18:23.058,0.5701962776372288,0.8336968305591548,380.50672002860864,139
7635,764,2024-05-06T15:18:23.058,0.5701962776372288,0.8336968305591548,380.50672002860864,66
7664,767,2024-05-17T15:18:23.058,0.5999430511491014,0.4458195981262655,839.7043362862482,
7679,768,2024-05-20T15:18:23.058,0.7961335814401831,0.8323882887978002,185.32912465655212,3207
7679,768,2024-05-20T15:18:23.058,0.7961335814401831,0.8323882887978002,185.32912465655212,622
7679,768,2024-05-20T15:18:23.058,0.7961335814401831,0.8323882887978002,185.32912465655212,681
7847,785,2024-05-12T15:18:23.059,0.5585785639576236,0.6315679809806989,569.3288720243519,2387
7847,785,2024-05-12T15:18:23.059,0.5585785639576236,0.6315679809806989,569.3288720243519,1377
8330,833,2024-05-21T15:18:23.061,0.9979736468728315,0.21598588763603033,564.4473815991374,8543
8330,833,2024-05-21T15:18:23.061,0.9979736468728315,0.21598588763603033,564.4473815991374,787
8330,833,2024-05-21T15:18:23.061,0.9979736468728315,0.21598588763603033,564.4473815991374,156
8636,864,2024-05-12T15:18:23.062,0.02452523732852463,0.7293192267815204,755.2184455218403,338
8636,864,2024-05-12T15:18:23.062,0.02452523732852463,0.7293192267815204,755.2184455218403,679
8872,888,2024-04-24T15:18:23.063,0.7118500226020351,0.8656804963916621,801.5680861750205,1589
8872,888,2024-04-24T15:18:23.063,0.7118500226020351,0.8656804963916621,801.5680861750205,47
9068,907,2024-05-20T15:18:23.064,0.6584208726330275,0.10720700100480318,418.742596653528,3735
9632,964,2024-05-22T15:18:23.066,0.355863282657343,0.5264985858210659,209.5638066401523,
9691,970,2024-05-01T15:18:23.066,0.017227219604441846,0.490086899727028,274.5523228429645,408
9712,972,2024-05-05T15:18:23.067,0.006591502657895876,0.2543643538037935,405.666506288261,6215
9712,972,2024-05-05T15:18:23.067,0.006591502657895876,0.2543643538037935,405.666506288261,743
9793,980,2024-05-14T15:18:23.067,0.6641584536661141,0.6634068709503795,808.7057526382916,
243,25,2024-05-17T15:18:23.026,0.8454657441820725,0.8919686341840258,172.23784054527306,
278,28,2024-05-03T15:18:23.026,0.4471211265977558,0.7945618101342038,177.66004478446376,
367,37,2024-05-14T15:18:23.027,0.6586217488247013,0.8742435517333327,314.3398752460741,
442,45,2024-05-22T15:18:23.027,0.026264381709609652,0.7590918907303763,116.49547178050666,2918
705,71,2024-05-08T15:18:23.028,0.5086444738561104,0.6799018743556033,305.1740423023688,2304
720,72,2024-04-24T15:18:23.028,0.7201378262796306,0.6104049639173909,924.7393167519064,
1175,118,2024-05-10T15:18:23.030,0.7439211817860423,0.1368645390178842,807.163913290252,879
1202,121,2024-04-23T15:18:23.030,0.19015798168808096,0.7452571155941595,301.00995278455895,
1463,147,2024-05-12T15:18:23.031,0.30872657062306874,0.03557747440488923,18.033035365875016,3086
1532,154,2024-05-19T15:18:23.031,0.380290352868519,0.4558895058305974,930.6070808437267,779
1690,169,2024-05-01T15:18:23.032,0.5068716257518225,0.8158878004243882,410.56991426225943,
1919,192,2024-05-10T15:18:23.033,0.9806252425976114,0.679294132897979,534.9480706605266,557
1936,194,2024-04-26T15:18:23.033,0.23543268246379745,0.3107824398458987,955.7068090661918,5161
2030,203,2024-05-08T15:18:23.034,0.11082576112328268,0.23620325320058333,799.3315746444335,3529
2371,238,2024-05-07T15:18:23.035,0.4010202771403826,0.9622539872696293,681.7927033330882,
2520,252,2024-05-16T15:18:23.036,0.36577304538687094,0.32487902777817557,840.3415935869159,300
2598,260,2024-05-22T15:18:23.036,0.7805698402071732,0.44748604110047063,380.83840533794375,955
2797,280,2024-05-05T15:18:23.037,0.3470752628123379,0.622721555544856,692.8142172207863,
2944,295,2024-05-15T15:18:23.038,0.8926811321542613,0.3497783156721739,687.859204609644,24
3034,304,2024-04-27T15:18:23.038,0.27030244712933504,0.7561654400074869,253.13920661432596,
3120,312,2024-05-21T15:18:23.038,0.3290113341758719,0.20650960523366868,546.1476326507429,9401
3120,312,2024-05-21T15:18:23.038,0.3290113341758719,0.20650960523366868,546.1476326507429,823
3120,312,2024-05-21T15:18:23.038,0.3290113341758719,0.20650960523366868,546.1476326507429,110
3452,346,2024-05-19T15:18:23.040,0.0941082675488234,0.7330301553345479,135.86454163241385,2605
3847,385,2024-05-10T15:18:23.041,0.0797623598134437,0.5851826753672819,578.7035826109053,3657
3847,385,2024-05-10T15:18:23.041,0.0797623598134437,0.5851826753672819,578.7035826109053,5057
3866,387,2024-04-30T15:18:23.042,0.5403770089238135,0.8957336248324905,504.87163372002027,3334
3866,387,2024-04-30T15:18:23.042,0.5403770089238135,0.8957336248324905,504.87163372002027,130
4072,408,2024-05-22T15:18:23.042,0.9809820720545379,0.38373886798951906,703.3859422294369,759
4072,408,2024-05-22T15:18:23.042,0.9809820720545379,0.38373886798951906,703.3859422294369,3258
4072,408,2024-05-22T15:18:23.042,0.9809820720545379,0.38373886798951906,703.3859422294369,1460
4191,420,2024-05-15T15:18:23.043,0.9033208104168404,0.1781634128931905,276.2469051988551,
4509,451,2024-04-24T15:18:23.044,0.5932385050595301,0.24601074641507503,462.7339917753626,
4519,452,2024-05-06T15:18:23.044,0.7145177120488755,0.3647917630694071,64.41512685136864,1230
5572,558,2024-05-04T15:18:23.049,0.20324803681413128,0.49738838945165775,105.9901170433813,850
5850,585,2024-05-09T15:18:23.050,0.8964621409131187,0.4306013418497544,184.99404336229074,209
5850,585,2024-05-09T15:18:23.050,0.8964621409131187,0.4306013418497544,184.99404336229074,792
6129,613,2024-04-25T15:18:23.051,0.7111874911629881,0.8098389822254775,174.40930290757123,
6230,623,2024-05-07T15:18:23.052,0.2548117611843602,0.1812793881650009,768.0770028571819,1791
6287,629,2024-04-27T15:18:23.052,0.41394612600499736,0.5190227505726827,426.507455352282,225
6806,681,2024-04-27T15:18:23.054,0.7015576935479338,0.3673738661496553,252.55432394574103,
6879,688,2024-05-17T15:18:23.054,0.006059209987854253,0.7526301237608288,832.5530249475441,4445
6885,689,2024-05-13T15:18:23.054,0.5561073467346451,0.6671701377161575,657.9237718204063,4896
6885,689,2024-05-13T15:18:23.054,0.5561073467346451,0.6671701377161575,657.9237718204063,533
6905,691,2024-05-23T15:18:23.055,0.13652984630797305,0.7628465912906753,518.6757926844043,
6911,692,2024-04-30T15:18:23.055,0.6839584779053951,0.29372423909258427,902.352129645337,4457
6911,692,2024-04-30T15:18:23.055,0.6839584779053951,0.29372423909258427,902.352129645337,2834
7146,715,2024-05-13T15:18:23.056,0.5066282920468803,0.17353802551682962,794.8254678013276,592
7303,731,2024-05-02T15:18:23.056,0.4007446735841985,0.6295112147807581,767.874758522519,60
7424,743,2024-05-10T15:18:23.057,0.4492387823740436,0.6445866206722827,170.8656105122273,
7543,755,2024-04-30T15:18:23.057,0.4458923796367593,0.8127984070376177,191.58919444497963,
7595,760,2024-04-27T15:18:23.058,0.7951241242450069,0.9408842134128141,889.1853078880984,3829
7595,760,2024-04-27T15:18:23.058,0.7951241242450069,0.9408842134128141,889.1853078880984,3084
7626,763,2024-05-02T15:18:23.058,0.8615043355964035,0.42703292810182225,51.274052650169715,1071
8509,851,2024-05-18T15:18:23.061,0.16372226975192716,0.38262719205546636,10.717969152998215,431
8611,862,2024-04-24T15:18:23.062,0.949641531188313,0.9886417393213062,247.45936130933612,2764
8611,862,2024-04-24T15:18:23.062,0.949641531188313,0.9886417393213062,247.45936130933612,802
8791,880,2024-04-23T15:18:23.063,0.3016587746513897,0.46642222256876675,326.20836164846907,
8887,889,2024-05-18T15:18:23.063,0.1511576100251406,0.35163907239830317,767.8179000907352,
8955,896,2024-04-23T15:18:23.063,0.8220132399431356,0.0977360576679972,765.9707472032776,
9686,969,2024-05-21T15:18:23.066,0.16041272096816228,0.8846783818700595,424.7562643402197,
9775,978,2024-05-17T15:18:23.067,0.01183097711312564,0.8572308218733257,672.477620679378,6581
9887,989,2024-05-22T15:18:23.067,0.6168259067894853,0.4653614031713408,886.3291957972658,3897
19,2,2024-04-28T15:18:23.025,0.12494473397182837,0.2155619797726731,532.6349519443008,
54,6,2024-05-03T15:18:23.025,0.3052598542666156,0.8093439920619316,813.4547777323961,
296,30,2024-04-23T15:18:23.026,0.38639314513528433,0.44263439967990215,629.3346440798299,2771
296,30,2024-04-23T15:18:23.026,0.38639314513528433,0.44263439967990215,629.3346440798299,46
926,93,2024-05-10T15:18:23.029,0.4968163207265468,0.0927057701930667,102.89747261829889,3948
965,97,2024-05-11T15:18:23.029,0.2317085904100643,0.28130715728530475,497.647630311084,2644
965,97,2024-05-11T15:18:23.029,0.2317085904100643,0.28130715728530475,497.647630311084,563
1217,122,2024-04-28T15:18:23.030,0.8112661425479806,0.8726226012744767,615.9901974208179,2585
1280,128,2024-05-01T15:18:23.030,0.7657228397464876,0.6935838065989475,486.3150033062736,1993
1280,128,2024-05-01T15:18:23.030,0.7657228397464876,0.6935838065989475,486.3150033062736,5276
1280,128,2024-05-01T15:18:23.030,0.7657228397464876,0.6935838065989475,486.3150033062736,2244
1447,145,2024-05-19T15:18:23.031,0.780046998606407,0.6756795964863012,542.2624283827171,5554
1447,145,2024-05-19T15:18:23.031,0.780046998606407,0.6756795964863012,542.2624283827171,908
1537,154,2024-05-13T15:18:23.032,0.8371746412197469,0.1074252791846474,662.6913537252907,4648
1671,168,2024-05-23T15:18:23.032,0.22126452010451958,0.13800513084058663,389.8093104243377,
1782,179,2024-05-06T15:18:23.033,0.6045413916304038,0.9003126476253044,275.37021676448535,8557
1951,196,2024-05-10T15:18:23.033,0.02836143165272087,0.7762261795777434,358.1116273895613,
2551,256,2024-04-24T15:18:23.036,0.39396287586162604,0.4754070949292044,691.09040297628,2835
2551,256,2024-04-24T15:18:23.036,0.39396287586162604,0.4754070949292044,691.09040297628,3458
2857,286,2024-05-14T15:18:23.037,0.8201033212475781,0.03779968072236073,670.6305194319592,5857
2857,286,2024-05-14T15:18:23.037,0.8201033212475781,0.03779968072236073,670.6305194319592,4085
3051,306,2024-05-17T15:18:23.038,0.780583314292043,0.34721093004860915,380.8636892687934,1643
3069,307,2024-05-06T15:18:23.038,0.12651320848795677,0.9352736643572943,253.07362971674593,7670
3069,307,2024-05-06T15:18:23.038,0.12651320848795677,0.9352736643572943,253.07362971674593,1271
3069,307,2024-05-06T15:18:23.038,0.12651320848795677,0.9352736643572943,253.07362971674593,323
3081,309,2024-05-09T15:18:23.038,0.7281907595643443,0.4267408085811931,488.99288927558575,
4082,409,2024-04-24T15:18:23.042,0.5445724222382964,0.2830399821395613,721.758236143155,206
4174,418,2024-04-28T15:18:23.043,0.782259433998838,0.1678111473143713,49.21781278995916,7802
4174,418,2024-04-28T15:18:23.043,0.782259433998838,0.1678111473143713,49.21781278995916,1488
4256,426,2024-04-29T15:18:23.043,0.2999806511109975,0.9193861933318294,952.8123567389985,284
4256,426,2024-04-29T15:18:23.043,0.2999806511109975,0.9193861933318294,952.8123567389985,4879
4552,456,2024-05-15T15:18:23.044,0.6006108718707132,0.38871441025131703,210.22172732800675,7406
4552,456,2024-05-15T15:18:23.044,0.6006108718707132,0.38871441025131703,210.22172732800675,981
4848,485,2024-05-23T15:18:23.046,0.1830397850261538,0.029369072660819895,943.6407713319604,
4929,493,2024-05-03T15:18:23.046,0.2853191195398552,0.16061762089987408,768.2599816638989,2157
5936,594,2024-05-05T15:18:23.050,0.5756710074430237,0.5087155914003336,775.7423310026439,
6162,617,2024-05-03T15:18:23.051,0.2746106883587205,0.5295122491229263,682.8217050678124,
6183,619,2024-05-19T15:18:23.051,0.010755254939101677,0.17226174156862917,84.92265747143107,898
6183,619,2024-05-19T15:18:23.051,0.010755254939101677,0.17226174156862917,84.92265747143107,2544
6189,619,2024-04-29T15:18:23.051,0.05469493852605145,0.7649872274106176,302.162882082734,4561
6189,619,2024-04-29T15:18:23.051,0.05469493852605145,0.7649872274106176,302.162882082734,4705
6264,627,2024-05-09T15:18:23.052,0.22381132366255618,0.5337043738385162,303.8997344131172,182
6297,630,2024-05-23T15:18:23.052,0.7176816421275374,0.07634097762904424,261.585640941282,5858
6297,630,2024-05-23T15:18:23.052,0.7176816421275374,0.07634097762904424,261.585640941282,813
6297,630,2024-05-23T15:18:23.052,0.7176816421275374,0.07634097762904424,261.585640941282,880
6297,630,2024-05-23T15:18:23.052,0.7176816421275374,0.07634097762904424,261.585640941282,1006
6319,632,2024-04-25T15:18:23.052,0.7466041534874811,0.8978855435391216,486.7464436876838,760
6362,637,2024-04-26T15:18:23.052,0.7746719643672095,0.9540663138624065,597.0042043879473,4094
6362,637,2024-04-26T15:18:23.052,0.7746719643672095,0.9540663138624065,597.0042043879473,687
6363,637,2024-05-04T15:18:23.052,0.012917428378874884,0.6370281359266639,522.1928629559734,1148
6407,641,2024-05-15T15:18:23.052,0.5272226314568246,0.12441694141871673,859.6105545918134,5453
6407,641,2024-05-15T15:18:23.052,0.5272226314568246,0.12441694141871673,859.6105545918134,4198
6407,641,2024-05-15T15:18:23.052,0.5272226314568246,0.12441694141871673,859.6105545918134,1827
6508,651,2024-05-16T15:18:23.053,0.6862268618014057,0.782970280142595,488.17970418745904,
6578,658,2024-05-05T15:18:23.053,0.610917143142931,0.28597092594529383,870.0527995412787,
